Combinations;actual;mean;std;z-score
('AUD', 'BILIARYCHIRROSIS', 'GDM', 'SLE');7;0.83;1.9;3.25
('AUD', 'BPD', 'MDD', 'PREECLAMPSIA', 'SLE');7;0.83;1.9;3.25
('MDD', 'MS', 'PARKINSONS', 'SLE', 'SZC');18;3.08;4.59;3.25
('CUD', 'MDD', 'SZC');112;26.21;26.36;3.25
('IBD', 'PREECLAMPSIA', 'RA');23;3.49;6.01;3.25
('BPD', 'GOUT', 'SZC');192;46.28;44.85;3.25
('ADHD', 'BILIARYCHIRROSIS', 'CUD', 'MDD', 'RA');7;0.83;1.9;3.25
('BILIARYCHIRROSIS', 'BPD', 'GOUT');126;27.28;30.42;3.25
('ASD', 'BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'SZC');15;1.82;4.05;3.25
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'SLE');33;6.08;8.29;3.25
('ADHD', 'AUD', 'MS', 'PARKINSONS', 'RA');7;0.83;1.9;3.25
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MDD');35;5.66;9.04;3.25
('AUD', 'CHRONICPAIN', 'SZC', 'TOURETTES');9;0.91;2.49;3.25
('ADHD', 'MDD', 'PREECLAMPSIA', 'SLE', 'SZC');20;2.66;5.33;3.25
('ASD', 'MDD', 'RA', 'SLE');20;3.25;5.16;3.25
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'CUD', 'MDD');7;0.83;1.9;3.25
('ASD', 'AUD', 'MS', 'PREECLAMPSIA', 'SZC');7;0.83;1.9;3.25
('AUD', 'BPD', 'MDD', 'PTSD');7;0.83;1.9;3.25
('AUD', 'BPD', 'GOUT', 'RA', 'SZC');9;1.5;2.31;3.25
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'SLE');8;1.08;2.13;3.25
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'SLE');34;5.57;8.74;3.25
('GOUT', 'RA', 'SLE');94;21.86;22.18;3.25
('ADHD', 'AUD', 'RA', 'SLE', 'SZC');16;2.16;4.26;3.25
('AUD', 'BPD', 'CHRONICPAIN', 'MDD', 'SZC');12;1.58;3.21;3.25
('ASD', 'AUD', 'MS', 'SZC');23;3.49;6.01;3.25
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'SZC');57;11.89;13.89;3.25
('ADHD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'PREECLAMPSIA', 'RA');7;0.83;1.9;3.25
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'RA');51;10.22;12.53;3.25
('BILIARYCHIRROSIS', 'IBD', 'SLE');34;6.4;8.48;3.25
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'RA', 'SLE');23;3.32;6.05;3.25
('ASD', 'BPD', 'PARKINSONS', 'SZC');34;5.74;8.69;3.25
('ASD', 'BILIARYCHIRROSIS', 'MS', 'PREECLAMPSIA', 'SZC');8;1.08;2.13;3.25
('ADHD', 'PARKINSONS', 'RA', 'SLE', 'SZC');18;3.17;4.57;3.25
('PARKINSONS', 'PREECLAMPSIA', 'SLE');70;16.48;16.47;3.25
('AUD', 'CHRONICPAIN', 'SLE', 'SZC');20;3.66;5.03;3.25
('AUD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'MDD');18;2.83;4.67;3.25
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'MDD');11;1.24;3.0;3.25
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'SZC');109;26.1;25.54;3.25
('BILIARYCHIRROSIS', 'IBD', 'PREECLAMPSIA');23;3.58;5.98;3.25
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'MS');30;4.83;7.75;3.25
('GOUT', 'MDD', 'PREECLAMPSIA', 'SLE', 'SZC');7;0.83;1.9;3.25
('ASD', 'AUD', 'MS', 'PREECLAMPSIA');7;0.83;1.9;3.25
('ASD', 'BPD', 'MS', 'SLE');25;4.41;6.33;3.25
('ASD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE', 'SZC');10;1.07;2.75;3.25
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'RA', 'SZC');18;2.33;4.83;3.24
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'SJOGRENS', 'SZC');6;0.66;1.65;3.24
('ADHD', 'MDD', 'MS', 'SLE', 'SZC');22;3.92;5.58;3.24
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS');79;19.18;18.48;3.24
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'PARKINSONS', 'SJOGRENS');6;0.66;1.65;3.24
('ADHD', 'AUD', 'MDD', 'PREECLAMPSIA', 'RA');6;0.66;1.65;3.24
('AUD', 'BPD', 'MDD', 'SLE');34;7.49;8.17;3.24
('ASD', 'BPD', 'MDD', 'PARKINSONS', 'SLE');10;1.25;2.7;3.24
('AUD', 'BPD', 'MDD', 'SZC');62;15.1;14.48;3.24
('ADHD', 'MDD', 'MS', 'RA', 'SZC');24;4.75;5.95;3.24
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'SLE');10;1.67;2.57;3.24
('ASD', 'BPD', 'MDD', 'RA', 'SZC');18;2.75;4.71;3.24
('ANOREXIA', 'BPD', 'CUD');26;4.25;6.71;3.24
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'RA', 'SLE', 'SZC');28;5.08;7.07;3.24
('BILIARYCHIRROSIS', 'MIGRAINE', 'MS', 'PREECLAMPSIA', 'RA');10;1.16;2.73;3.24
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'MDD', 'SLE');6;0.66;1.65;3.24
('BPD', 'GOUT', 'PARKINSONS', 'SLE', 'SZC');12;1.5;3.24;3.24
('BPD', 'CHRONICPAIN', 'CUD');30;6.0;7.41;3.24
('AUD', 'BILIARYCHIRROSIS', 'GOUT', 'MS', 'SLE');6;0.66;1.65;3.24
('AUD', 'MDD', 'TOURETTES');22;3.58;5.68;3.24
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MIGRAINE', 'PREECLAMPSIA', 'SLE');6;0.66;1.65;3.24
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'PREECLAMPSIA', 'SZC');6;0.66;1.65;3.24
('GOUT', 'MDD', 'PREECLAMPSIA', 'RA', 'SLE');6;0.66;1.65;3.24
('ADHD', 'BILIARYCHIRROSIS', 'GOUT', 'TOURETTES');6;0.66;1.65;3.24
('BPD', 'MS', 'RA', 'THYROIDDISEASE');6;0.66;1.65;3.24
('GOUT', 'MS', 'PARKINSONS', 'RA', 'SLE');6;0.66;1.65;3.24
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'GOUT', 'RA');10;1.25;2.7;3.24
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'MS');47;9.75;11.51;3.24
('BPD', 'RA', 'SLE', 'SZC');293;71.54;68.26;3.24
('BPD', 'MDD', 'PREECLAMPSIA', 'SZC');57;13.7;13.37;3.24
('BPD', 'RA', 'SLE', 'THYROIDDISEASE');6;0.66;1.65;3.24
('ADHD', 'AUD', 'BPD', 'PARKINSONS', 'SZC');12;1.83;3.14;3.24
('ASD', 'MDD', 'MS', 'RA', 'SZC');14;2.25;3.63;3.24
('ADHD', 'ASD', 'PARKINSONS', 'RA', 'SLE');6;0.66;1.65;3.24
('AUD', 'CUD', 'PREECLAMPSIA', 'RA', 'SZC');6;0.66;1.65;3.24
('BILIARYCHIRROSIS', 'BPD', 'MS', 'THYROIDDISEASE');6;0.66;1.65;3.24
('AUD', 'BPD', 'MDD', 'PTSD', 'RA');6;0.66;1.65;3.24
('AUD', 'BILIARYCHIRROSIS', 'PTSD', 'SZC');11;1.58;2.91;3.24
('BILIARYCHIRROSIS', 'GOUT', 'MIGRAINE', 'RA', 'SZC');10;1.25;2.7;3.24
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'SLE');71;15.24;17.21;3.24
('GOUT', 'MDD', 'PARKINSONS', 'RA', 'SLE');6;0.66;1.65;3.24
('AUD', 'BILIARYCHIRROSIS', 'RA', 'SZC');98;23.74;22.93;3.24
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'PTSD', 'RA');6;0.66;1.65;3.24
('CUD', 'GOUT', 'MS', 'RA');13;1.58;3.53;3.24
('ADHD', 'ASD', 'BPD', 'PARKINSONS', 'SLE');6;0.66;1.65;3.24
('BILIARYCHIRROSIS', 'GOUT', 'MS', 'PARKINSONS', 'SLE');6;0.66;1.65;3.24
('AUD', 'PREECLAMPSIA', 'SLE');63;13.15;15.37;3.24
('ADHD', 'CUD', 'MS', 'RA', 'SLE');6;0.66;1.65;3.24
('BILIARYCHIRROSIS', 'PARKINSONS', 'SLE');204;51.52;47.13;3.24
('AUD', 'BILIARYCHIRROSIS', 'CUD', 'MDD', 'SLE');6;0.66;1.65;3.24
('AUD', 'BPD', 'GOUT', 'SLE');12;1.83;3.14;3.24
('BILIARYCHIRROSIS', 'BPD', 'SLE', 'SZC');285;69.89;66.41;3.24
('MYASTHENIAGRAVIS', 'PREECLAMPSIA', 'RA', 'SLE');6;0.66;1.65;3.24
('BILIARYCHIRROSIS', 'MIGRAINE', 'PREECLAMPSIA', 'SLE', 'SZC');17;2.5;4.47;3.24
('BILIARYCHIRROSIS', 'CUD', 'GOUT', 'MS');13;1.41;3.58;3.24
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'MDD');30;5.58;7.53;3.24
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'SZC');32;6.33;7.92;3.24
('CUD', 'MS', 'RA', 'SLE');25;4.25;6.4;3.24
('AUD', 'CUD', 'PREECLAMPSIA', 'SLE');6;0.66;1.65;3.24
('BPD', 'CHRONICPAIN', 'MDD', 'MIGRAINE', 'SZC');6;0.66;1.65;3.24
('BPD', 'CHRONICPAIN', 'MDD', 'RA', 'SLE');11;1.83;2.83;3.24
('CUD', 'PREECLAMPSIA', 'RA', 'SLE');14;2.08;3.68;3.24
('ADHD', 'BILIARYCHIRROSIS', 'CUD', 'MS', 'SLE');6;0.66;1.65;3.24
('AUD', 'PTSD', 'RA', 'SLE', 'SZC');6;0.66;1.65;3.24
('BILIARYCHIRROSIS', 'CUD', 'PREECLAMPSIA', 'SLE', 'SZC');11;1.66;2.88;3.24
('BILIARYCHIRROSIS', 'IBD', 'PARKINSONS', 'SLE');6;0.66;1.65;3.24
('SJOGRENS', 'THYROIDDISEASE');6;0.66;1.65;3.24
('IBD', 'RA', 'SLE');38;7.59;9.4;3.24
('MDD', 'MS', 'THYROIDDISEASE');6;0.66;1.65;3.24
('ASD', 'MS', 'PREECLAMPSIA', 'SLE');10;1.25;2.7;3.24
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'MS', 'SLE');16;2.25;4.24;3.24
('ASD', 'AUD');129;30.32;30.45;3.24
('ASD', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');10;1.16;2.73;3.24
('ASD', 'PARKINSONS', 'PREECLAMPSIA', 'RA');10;1.25;2.7;3.24
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'MS', 'SZC');19;3.33;4.83;3.24
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'PREECLAMPSIA');18;2.33;4.83;3.24
('MDD', 'PARKINSONS', 'SJOGRENS', 'SLE', 'SZC');6;0.66;1.65;3.24
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'PREECLAMPSIA', 'SLE');10;1.25;2.7;3.24
('AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA');64;15.36;15.02;3.24
('MS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE', 'SZC');20;2.66;5.35;3.24
('ADHD', 'ANOREXIA', 'MIGRAINE');28;5.59;6.92;3.24
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'SZC');22;3.67;5.66;3.24
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'TOURETTES');6;0.66;1.65;3.24
('AUD', 'BPD', 'GOUT');35;7.66;8.44;3.24
('BILIARYCHIRROSIS', 'GOUT', 'MIGRAINE', 'RA');11;2.08;2.75;3.24
('BILIARYCHIRROSIS', 'MDD', 'MS', 'SZC');132;32.42;30.71;3.24
('BPD', 'MS', 'SLE', 'THYROIDDISEASE');6;0.66;1.65;3.24
('BILIARYCHIRROSIS', 'PARKINSONS', 'SJOGRENS', 'SLE', 'SZC');6;0.66;1.65;3.24
('BPD', 'MDD', 'THYROIDDISEASE');6;0.66;1.65;3.24
('ADHD', 'ASD', 'AUD', 'MS', 'SLE');6;0.66;1.65;3.24
('AUD', 'MDD', 'MS', 'RA', 'SZC');24;3.75;6.25;3.24
('ADHD', 'ANOREXIA', 'RA', 'SLE');30;5.5;7.57;3.24
('ADHD', 'MS', 'PARKINSONS', 'RA', 'SZC');15;3.0;3.7;3.24
('CHRONICPAIN', 'MIGRAINE', 'PREECLAMPSIA', 'RA', 'SLE');6;0.66;1.65;3.24
('AUD', 'GDM');39;8.33;9.46;3.24
('BILIARYCHIRROSIS', 'MDD', 'SLE', 'THYROIDDISEASE');6;0.66;1.65;3.24
('BILIARYCHIRROSIS', 'MDD', 'RA', 'THYROIDDISEASE');6;0.66;1.65;3.24
('CUD', 'MS', 'PREECLAMPSIA', 'RA');10;1.41;2.65;3.24
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'RA');67;15.85;15.77;3.24
('BILIARYCHIRROSIS', 'BPD', 'GDM', 'SZC');20;3.17;5.2;3.24
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'MIGRAINE', 'SLE');7;1.09;1.83;3.23
('AUD', 'PTSD', 'RA', 'SLE');7;0.92;1.88;3.23
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'SLE');43;10.08;10.2;3.23
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'SLE');28;4.17;7.38;3.23
('ASD', 'MDD', 'PARKINSONS', 'SLE');17;2.42;4.51;3.23
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'PTSD');7;0.92;1.88;3.23
('AUD', 'BPD', 'PTSD', 'SLE', 'SZC');7;0.92;1.88;3.23
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'SLE', 'SZC');36;8.25;8.59;3.23
('AUD', 'MS', 'PARKINSONS', 'SZC');26;6.08;6.17;3.23
('ASD', 'MDD', 'MS', 'RA');15;2.76;3.79;3.23
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'SLE');22;2.83;5.93;3.23
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MS', 'PREECLAMPSIA', 'SLE');7;1.0;1.86;3.23
('ADHD', 'BPD', 'CUD', 'SZC');35;6.67;8.76;3.23
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'SZC');16;2.08;4.31;3.23
('ASD', 'MDD', 'PARKINSONS', 'SZC');17;3.01;4.33;3.23
('ADHD', 'BILIARYCHIRROSIS', 'GOUT', 'MS', 'SZC');7;1.0;1.86;3.23
('CUD', 'GOUT', 'MS', 'SZC');13;1.92;3.43;3.23
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MIGRAINE', 'RA', 'SLE');7;0.92;1.88;3.23
('ADHD', 'BILIARYCHIRROSIS', 'MDD', 'RA', 'SZC');35;6.77;8.75;3.23
('ASD', 'RA', 'SLE', 'SZC');48;10.25;11.67;3.23
('ADHD', 'AUD', 'MS', 'RA', 'SZC');16;3.0;4.02;3.23
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'MS');92;23.42;21.26;3.23
('CUD', 'SJOGRENS');18;3.59;4.46;3.23
('ADHD', 'AUD', 'MS', 'PARKINSONS', 'SLE');7;0.92;1.88;3.23
('CHRONICPAIN', 'MDD', 'MIGRAINE', 'SZC');11;1.92;2.81;3.23
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'CUD', 'RA');7;1.0;1.86;3.23
('GOUT', 'MDD', 'PARKINSONS', 'SLE', 'SZC');7;0.92;1.88;3.23
('ADHD', 'BILIARYCHIRROSIS', 'BPD', 'CUD', 'SLE');7;1.0;1.86;3.23
('AUD', 'CHRONICPAIN', 'TOURETTES');9;1.0;2.48;3.23
('BILIARYCHIRROSIS', 'MIGRAINE', 'PREECLAMPSIA', 'RA', 'SZC');17;2.25;4.56;3.23
('ADHD', 'PARKINSONS', 'TOURETTES');16;2.25;4.26;3.23
('BPD', 'CHRONICPAIN', 'MIGRAINE', 'SZC');24;4.26;6.11;3.23
('ASD', 'AUD', 'BPD', 'MDD', 'SZC');7;1.0;1.86;3.23
('BPD', 'CUD', 'MDD', 'MS');15;2.76;3.79;3.23
('ASD', 'AUD', 'BPD', 'MDD', 'SLE');7;1.0;1.86;3.23
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'RA', 'SLE');27;4.09;7.1;3.23
('MDD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'RA');11;1.5;2.94;3.23
('ASD', 'AUD', 'MS', 'RA', 'SZC');16;2.0;4.34;3.23
('BPD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');14;2.0;3.72;3.23
('GOUT', 'MDD', 'SZC');122;31.1;28.15;3.23
('AUD', 'CUD', 'MS', 'SLE');7;1.0;1.86;3.23
('BILIARYCHIRROSIS', 'CUD', 'MS', 'RA');25;5.17;6.14;3.23
('BILIARYCHIRROSIS', 'PTSD', 'RA', 'SLE', 'SZC');7;1.09;1.83;3.23
('GDM', 'GOUT', 'SLE');7;1.0;1.86;3.23
('BILIARYCHIRROSIS', 'MDD', 'MS', 'PARKINSONS', 'RA');20;2.92;5.28;3.23
('AUD', 'BPD', 'GOUT', 'RA');11;2.42;2.66;3.23
('BILIARYCHIRROSIS', 'BPD', 'CUD', 'MS', 'SZC');17;3.01;4.33;3.23
('BILIARYCHIRROSIS', 'IBD', 'MS', 'SLE', 'SZC');7;0.92;1.88;3.23
('BPD', 'MDD', 'RA', 'SZC');219;54.13;50.99;3.23
('AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'PREECLAMPSIA');13;1.92;3.43;3.23
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'TOURETTES');19;3.0;4.95;3.23
('BPD', 'MS', 'PARKINSONS', 'SLE');42;9.09;10.18;3.23
('AUD', 'BILIARYCHIRROSIS', 'PTSD', 'RA');9;1.0;2.48;3.23
('MDD', 'PARKINSONS', 'RA', 'SLE', 'SZC');25;3.92;6.53;3.23
('BILIARYCHIRROSIS', 'MDD', 'MIGRAINE', 'RA', 'SLE');16;2.17;4.28;3.23
('BILIARYCHIRROSIS', 'BPD', 'PREECLAMPSIA', 'SZC');96;23.79;22.38;3.23
('BPD', 'MDD', 'PARKINSONS', 'RA', 'SZC');25;4.59;6.32;3.23
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'RA');64;15.87;14.9;3.23
('BILIARYCHIRROSIS', 'GOUT', 'SZC', 'TOURETTES');6;0.75;1.63;3.22
('ADHD', 'BILIARYCHIRROSIS', 'CHRONICPAIN', 'RA', 'SLE');11;1.33;3.0;3.22
('ADHD', 'ANOREXIA', 'CHRONICPAIN', 'MIGRAINE');6;0.75;1.63;3.22
('BPD', 'CUD', 'PREECLAMPSIA', 'SLE', 'SZC');6;0.75;1.63;3.22
('MS', 'SLE', 'THYROIDDISEASE');6;0.75;1.63;3.22
('BPD', 'GOUT', 'MDD', 'PARKINSONS', 'RA');6;0.75;1.63;3.22
('ASD', 'AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SZC');9;1.17;2.43;3.22
('BILIARYCHIRROSIS', 'RA', 'SZC', 'THYROIDDISEASE');6;0.75;1.63;3.22
('CUD', 'MS', 'PREECLAMPSIA', 'SLE');9;1.25;2.41;3.22
('ADHD', 'AUD', 'MS', 'SZC');39;7.86;9.66;3.22
('ADHD', 'BPD', 'MDD', 'PARKINSONS', 'SZC');10;1.76;2.56;3.22
('ADHD', 'BPD', 'MDD', 'PREECLAMPSIA', 'SLE');15;2.09;4.01;3.22
('ASD', 'BPD', 'SJOGRENS', 'SZC');6;0.75;1.63;3.22
('BPD', 'MDD', 'PARKINSONS', 'SJOGRENS');6;0.75;1.63;3.22
('BPD', 'IBD', 'RA', 'SLE');9;1.59;2.3;3.22
('ASD', 'MDD', 'MS', 'PARKINSONS', 'SZC');6;0.75;1.63;3.22
('AUD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'PREECLAMPSIA');9;1.34;2.38;3.22
('ADHD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'SLE');20;4.67;4.76;3.22
('GOUT', 'MDD', 'PREECLAMPSIA', 'RA', 'SZC');6;0.75;1.63;3.22
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'PREECLAMPSIA');34;6.44;8.56;3.22
('ADHD', 'AUD', 'PARKINSONS', 'SLE');15;2.34;3.93;3.22
('BPD', 'GOUT', 'MS', 'PARKINSONS');6;0.75;1.63;3.22
('ANOREXIA', 'BILIARYCHIRROSIS', 'RA', 'SLE');45;9.27;11.08;3.22
('ADHD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SZC');42;10.58;9.77;3.22
('ADHD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'SLE', 'SZC');24;3.76;6.28;3.22
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'SLE');38;7.94;9.34;3.22
('BILIARYCHIRROSIS', 'MDD', 'PARKINSONS', 'RA', 'SZC');25;4.85;6.25;3.22
('ASD', 'BPD', 'MS', 'PARKINSONS', 'RA');16;1.67;4.45;3.22
('ASD', 'BPD', 'MDD', 'PARKINSONS', 'SZC');10;1.51;2.64;3.22
('BPD', 'PREECLAMPSIA', 'SLE');161;42.58;36.79;3.22
('BPD', 'CHRONICPAIN', 'MDD', 'SZC');49;10.95;11.83;3.22
('ADHD', 'BPD', 'MDD', 'MS', 'PARKINSONS');6;0.75;1.63;3.22
('CUD', 'MDD', 'MS', 'SZC');19;4.01;4.66;3.22
('ADHD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'RA');9;1.08;2.46;3.22
('ADHD', 'MS', 'PARKINSONS', 'PREECLAMPSIA', 'SLE');9;1.25;2.41;3.22
('ADHD', 'PARKINSONS', 'PREECLAMPSIA', 'RA', 'SZC');9;1.25;2.41;3.22
('AUD', 'BILIARYCHIRROSIS', 'MDD', 'MS', 'PARKINSONS');6;0.75;1.63;3.22
('ADHD', 'ASD', 'AUD', 'BPD');12;1.42;3.29;3.22
('BILIARYCHIRROSIS', 'CUD', 'MDD', 'SZC');34;7.02;8.37;3.22
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'RA');12;1.84;3.16;3.22
('ADHD', 'CHRONICPAIN', 'MDD', 'MIGRAINE', 'SZC');6;0.75;1.63;3.22
('AUD', 'GDM', 'RA', 'SLE');6;0.75;1.63;3.22
('AUD', 'BPD', 'MS', 'PREECLAMPSIA', 'SLE');9;1.17;2.43;3.22
('AUD', 'MIGRAINE', 'RA', 'SLE', 'SZC');8;1.34;2.07;3.22
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SZC');9;1.17;2.43;3.22
('AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'SZC');32;7.1;7.73;3.22
('ADHD', 'ASD', 'PARKINSONS');20;3.59;5.09;3.22
('BPD', 'MIGRAINE', 'PREECLAMPSIA', 'RA', 'SLE');12;1.84;3.16;3.22
('AUD', 'BPD', 'MS', 'PARKINSONS', 'SLE');9;1.17;2.43;3.22
('BILIARYCHIRROSIS', 'MS', 'THYROIDDISEASE');6;0.75;1.63;3.22
('AUD', 'CUD', 'PREECLAMPSIA', 'RA');6;0.75;1.63;3.22
('ADHD', 'ANOREXIA', 'RA');80;20.91;18.35;3.22
('ADHD', 'ASD', 'AUD', 'BILIARYCHIRROSIS', 'RA');6;0.75;1.63;3.22
('BILIARYCHIRROSIS', 'MYASTHENIAGRAVIS', 'SLE');17;3.18;4.29;3.22
('ADHD', 'MDD', 'PARKINSONS', 'PREECLAMPSIA');6;0.75;1.63;3.22
('ASD', 'AUD', 'BPD');33;8.16;7.71;3.22
('CUD', 'MDD', 'MS', 'PREECLAMPSIA', 'SZC');6;0.75;1.63;3.22
('ADHD', 'AUD', 'MDD', 'MS', 'PREECLAMPSIA');6;0.75;1.63;3.22
('BPD', 'MDD', 'PTSD', 'RA', 'SZC');6;0.75;1.63;3.22
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'SZC');14;1.92;3.75;3.22
('ADHD', 'ANOREXIA', 'BILIARYCHIRROSIS', 'MDD', 'SLE');9;1.17;2.43;3.22
('ADHD', 'ASD', 'AUD', 'RA', 'SZC');6;0.75;1.63;3.22
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MIGRAINE', 'RA');6;0.75;1.63;3.22
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS');6;0.75;1.63;3.22
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'MDD', 'SLE');12;1.25;3.34;3.22
('BPD', 'MDD', 'PTSD', 'RA', 'SLE');6;0.75;1.63;3.22
('MDD', 'PARKINSONS', 'SJOGRENS', 'SLE');6;0.75;1.63;3.22
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'MIGRAINE', 'RA');10;1.76;2.56;3.22
('ADHD', 'ASD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'RA');6;0.75;1.63;3.22
('BILIARYCHIRROSIS', 'BPD', 'MDD', 'MS', 'PARKINSONS');15;2.34;3.93;3.22
('AUD', 'MS', 'PREECLAMPSIA');37;9.25;8.63;3.22
('AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA', 'SZC');31;7.91;7.18;3.22
('MDD', 'RA', 'SLE', 'THYROIDDISEASE');6;0.75;1.63;3.22
('BILIARYCHIRROSIS', 'BPD', 'PARKINSONS', 'PREECLAMPSIA', 'SZC');23;3.85;5.94;3.22
('AUD', 'BILIARYCHIRROSIS', 'PTSD', 'SLE');9;1.25;2.41;3.22
('ADHD', 'AUD', 'MDD', 'RA', 'SLE');9;1.17;2.43;3.22
('AUD', 'MDD', 'PTSD', 'RA');6;0.75;1.63;3.22
('ASD', 'SJOGRENS', 'SLE', 'SZC');6;0.75;1.63;3.22
('BILIARYCHIRROSIS', 'CUD', 'MS', 'RA', 'SZC');20;3.35;5.17;3.22
('BILIARYCHIRROSIS', 'BPD', 'CHRONICPAIN', 'MDD', 'SLE');10;1.59;2.61;3.22
('AUD', 'BILIARYCHIRROSIS', 'MDD');121;30.87;28.0;3.22
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'MDD', 'SZC');14;2.6;3.55;3.21
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'PARKINSONS');23;3.85;5.96;3.21
('GH', 'PREECLAMPSIA');21;3.94;5.31;3.21
('BPD', 'MDD', 'MS', 'PREECLAMPSIA');24;4.94;5.94;3.21
('ADHD', 'AUD', 'BILIARYCHIRROSIS', 'PREECLAMPSIA');10;1.34;2.7;3.21
('ADHD', 'BILIARYCHIRROSIS', 'PARKINSONS', 'SLE');29;6.53;7.01;3.21
('ADHD', 'ANOREXIA', 'MIGRAINE', 'RA');12;1.76;3.19;3.21
('ASD', 'BILIARYCHIRROSIS', 'BPD', 'MS', 'RA');13;1.59;3.55;3.21
('ADHD', 'BPD', 'PREECLAMPSIA', 'RA', 'SZC');22;3.69;5.71;3.21
('BILIARYCHIRROSIS', 'CHRONICPAIN', 'MDD', 'RA', 'SLE');12;1.59;3.24;3.21
